topo,seed,agent,indeg,meanV
Hierarchical,47,42,5,31.226
Hierarchical,47,43,1,33.146
Hierarchical,47,44,4,29.924
Hierarchical,47,45,4,30.428
Hierarchical,47,46,4,31.12
Hierarchical,47,47,3,28.892
Hierarchical,47,48,8,30.888
Hierarchical,47,49,4,30.13
Hierarchical,47,50,5,31.16
Hierarchical,47,51,3,30.326
Hierarchical,47,52,7,30.332
Hierarchical,47,53,6,29.584
Hierarchical,47,54,4,31.776
Hierarchical,47,55,2,30.068
Hierarchical,47,56,5,30.492
Hierarchical,47,57,5,30.992
Hierarchical,47,58,5,29.47
Hierarchical,47,59,6,30.374
Hierarchical,47,60,3,30.878
Hierarchical,47,61,3,31.058
Hierarchical,47,62,6,30.43
Hierarchical,47,63,2,28.792
Hierarchical,47,64,4,30.994
Hierarchical,47,65,2,30.776
Hierarchical,47,66,7,29.066
Hierarchical,47,67,3,32.722
Hierarchical,47,68,2,30.222
Hierarchical,47,69,6,28.84
Hierarchical,47,70,6,29.07
Hierarchical,47,71,1,31.074
Hierarchical,47,72,5,29.706
Hierarchical,47,73,5,30.51
Hierarchical,47,74,3,29.532
Hierarchical,47,75,7,30.04
Hierarchical,47,76,2,29.762
Hierarchical,47,77,3,30.878
Hierarchical,47,78,1,30.132
Hierarchical,47,79,3,31.366
Hierarchical,48,0,3,29.728
Hierarchical,48,1,3,28.148
Hierarchical,48,2,6,28.932
Hierarchical,48,3,3,30.37
Hierarchical,48,4,2,32.184
Hierarchical,48,5,1,29.872
Hierarchical,48,6,2,28.748
Hierarchical,48,7,6,29.434
Hierarchical,48,8,5,30.768
Hierarchical,48,9,3,28.608
Hierarchical,48,10,2,31.044
Hierarchical,48,11,2,28.736
Hierarchical,48,12,7,30.306
Hierarchical,48,13,3,29.002
Hierarchical,48,14,5,28.72
Hierarchical,48,15,2,30.356
Hierarchical,48,16,2,29.792
Hierarchical,48,17,1,32.752
Hierarchical,48,18,3,29.772
Hierarchical,48,19,8,29.186
Hierarchical,48,20,0,37.68
Hierarchical,48,21,4,30.01
Hierarchical,48,22,6,29.68
Hierarchical,48,23,9,28.844
Hierarchical,48,24,6,30.046
Hierarchical,48,25,2,30.008
Hierarchical,48,26,2,29.93
Hierarchical,48,27,1,29.772
Hierarchical,48,28,3,29.292
Hierarchical,48,29,5,29.396
Hierarchical,48,30,3,31.496
Hierarchical,48,31,4,29.878
Hierarchical,48,32,5,29.988
Hierarchical,48,33,3,30.662
Hierarchical,48,34,5,29.124
Hierarchical,48,35,2,31.85
Hierarchical,48,36,2,29.502
Hierarchical,48,37,3,29.824
Hierarchical,48,38,5,29.064
Hierarchical,48,39,2,29.742
Hierarchical,48,40,4,29.648
Hierarchical,48,41,5,29.758
Hierarchical,48,42,1,31.066
Hierarchical,48,43,5,30.114
Hierarchical,48,44,4,30.688
Hierarchical,48,45,2,29.798
Hierarchical,48,46,5,29.668
Hierarchical,48,47,2,30.45
Hierarchical,48,48,2,29.768
Hierarchical,48,49,7,28.208
Hierarchical,48,50,1,33.032
Hierarchical,48,51,2,29.882
Hierarchical,48,52,3,30.976
Hierarchical,48,53,6,28.52
Hierarchical,48,54,1,29.864
Hierarchical,48,55,3,30.732
Hierarchical,48,56,3,28.116
Hierarchical,48,57,4,30.352
Hierarchical,48,58,3,30.03
Hierarchical,48,59,9,29.0
Hierarchical,48,60,8,29.164
Hierarchical,48,61,7,29.056
Hierarchical,48,62,4,30.75
Hierarchical,48,63,7,28.736
Hierarchical,48,64,2,29.56
Hierarchical,48,65,6,28.456
Hierarchical,48,66,2,29.758
Hierarchical,48,67,1,30.296
Hierarchical,48,68,4,30.736
Hierarchical,48,69,4,28.684
Hierarchical,48,70,3,30.412
Hierarchical,48,71,5,28.894
Hierarchical,48,72,2,28.168
Hierarchical,48,73,8,29.0
Hierarchical,48,74,3,29.048
Hierarchical,48,75,5,29.94
Hierarchical,48,76,1,32.518
Hierarchical,48,77,8,29.23
Hierarchical,48,78,3,28.982
Hierarchical,48,79,6,30.564
Hierarchical,49,0,2,28.946
Hierarchical,49,1,2,29.516
Hierarchical,49,2,3,29.842
Hierarchical,49,3,5,27.94
Hierarchical,49,4,6,28.884
Hierarchical,49,5,7,29.834
Hierarchical,49,6,5,29.476
Hierarchical,49,7,5,28.706
Hierarchical,49,8,7,28.53
Hierarchical,49,9,5,28.72
Hierarchical,49,10,4,28.316
Hierarchical,49,11,3,30.212
Hierarchical,49,12,4,27.762
Hierarchical,49,13,6,28.906
Hierarchical,49,14,7,29.65
Hierarchical,49,15,4,28.25
Hierarchical,49,16,3,33.084
Hierarchical,49,17,1,33.952
Hierarchical,49,18,4,28.04
Hierarchical,49,19,2,30.628
Hierarchical,49,20,2,29.87
Hierarchical,49,21,7,29.782
Hierarchical,49,22,1,30.452
Hierarchical,49,23,4,28.296
Hierarchical,49,24,5,29.204
Hierarchical,49,25,3,28.188
Hierarchical,49,26,8,26.672
Hierarchical,49,27,3,29.42
Hierarchical,49,28,2,29.774
Hierarchical,49,29,4,26.868
Hierarchical,49,30,5,28.708
Hierarchical,49,31,2,30.908
Hierarchical,49,32,4,30.508
Hierarchical,49,33,4,29.298
Hierarchical,49,34,5,29.232
Hierarchical,49,35,8,28.716
Hierarchical,49,36,8,28.096
Hierarchical,49,37,4,29.49
Hierarchical,49,38,2,28.328
Hierarchical,49,39,3,29.396
Hierarchical,49,40,2,30.42
Hierarchical,49,41,1,30.286
Hierarchical,49,42,4,29.486
Hierarchical,49,43,2,30.222
Hierarchical,49,44,7,28.908
Hierarchical,49,45,4,28.796
Hierarchical,49,46,2,30.0
Hierarchical,49,47,3,29.556
Hierarchical,49,48,6,29.338
Hierarchical,49,49,5,28.088
Hierarchical,49,50,1,32.084
Hierarchical,49,51,5,28.558
Hierarchical,49,52,5,27.39
Hierarchical,49,53,1,30.8
Hierarchical,49,54,4,28.572
Hierarchical,49,55,1,29.856
Hierarchical,49,56,3,28.996
Hierarchical,49,57,2,29.9
Hierarchical,49,58,2,28.154
Hierarchical,49,59,3,29.136
Hierarchical,49,60,2,32.544
Hierarchical,49,61,2,29.538
Hierarchical,49,62,4,29.42
Hierarchical,49,63,4,29.114
Hierarchical,49,64,2,32.676
Hierarchical,49,65,5,28.98
Hierarchical,49,66,6,29.286
Hierarchical,49,67,5,28.568
Hierarchical,49,68,4,29.884
Hierarchical,49,69,3,30.598
Hierarchical,49,70,6,28.908
Hierarchical,49,71,4,30.836
Hierarchical,49,72,3,30.294
Hierarchical,49,73,6,27.698
Hierarchical,49,74,2,29.882
Hierarchical,49,75,6,28.2
Hierarchical,49,76,2,31.274
Hierarchical,49,77,3,31.064
Hierarchical,49,78,4,27.754
Hierarchical,49,79,4,27.738
Hierarchical,50,0,6,25.528
Hierarchical,50,1,4,29.32
Hierarchical,50,2,6,26.34
Hierarchical,50,3,4,26.17
Hierarchical,50,4,4,29.1
Hierarchical,50,5,6,25.434
Hierarchical,50,6,4,29.602
Hierarchical,50,7,3,26.52
Hierarchical,50,8,6,27.968
Hierarchical,50,9,5,25.508
Hierarchical,50,10,2,27.706
Hierarchical,50,11,1,32.242
Hierarchical,50,12,4,27.596
Hierarchical,50,13,4,29.01
Hierarchical,50,14,6,26.708
Hierarchical,50,15,5,27.5
Hierarchical,50,16,4,27.068
Hierarchical,50,17,7,27.05
Hierarchical,50,18,8,26.504
Hierarchical,50,19,5,28.126
Hierarchical,50,20,5,27.052
Hierarchical,50,21,4,27.06
Hierarchical,50,22,2,29.842
Hierarchical,50,23,6,26.342
Hierarchical,50,24,7,25.454
Hierarchical,50,25,9,27.192
Hierarchical,50,26,6,27.488
Hierarchical,50,27,4,26.992
Hierarchical,50,28,5,26.342
Hierarchical,50,29,5,27.214
Hierarchical,50,30,2,28.574
Hierarchical,50,31,10,26.638
Hierarchical,50,32,5,25.934
Hierarchical,50,33,4,26.738
Hierarchical,50,34,8,26.608
Hierarchical,50,35,3,28.206
Hierarchical,50,36,2,31.154
Hierarchical,50,37,3,27.336
Hierarchical,50,38,6,26.436
Hierarchical,50,39,7,27.044
Hierarchical,50,40,4,27.874
Hierarchical,50,41,3,27.866
Hierarchical,50,42,1,31.378
Hierarchical,50,43,4,28.984
Hierarchical,50,44,3,26.064
Hierarchical,50,45,0,33.39
Hierarchical,50,46,6,27.978
Hierarchical,50,47,5,25.804
Hierarchical,50,48,3,28.824
Hierarchical,50,49,2,27.416
Hierarchical,50,50,5,27.09
Hierarchical,50,51,2,26.638
Hierarchical,50,52,5,27.514
Hierarchical,50,53,5,27.78
Hierarchical,50,54,2,30.174
Hierarchical,50,55,7,25.97
Hierarchical,50,56,2,29.814
Hierarchical,50,57,4,27.468
Hierarchical,50,58,2,28.302
Hierarchical,50,59,2,28.842
Hierarchical,50,60,7,25.62
Hierarchical,50,61,2,27.356
Hierarchical,50,62,6,28.416
Hierarchical,50,63,3,27.542
Hierarchical,50,64,5,26.568
Hierarchical,50,65,7,27.246
Hierarchical,50,66,3,28.282
Hierarchical,50,67,5,26.45
Hierarchical,50,68,2,27.884
Hierarchical,50,69,8,25.116
Hierarchical,50,70,4,27.328
Hierarchical,50,71,6,27.624
Hierarchical,50,72,4,26.488
Hierarchical,50,73,3,29.444
Hierarchical,50,74,7,27.33
Hierarchical,50,75,6,27.62
Hierarchical,50,76,4,28.104
Hierarchical,50,77,1,28.812
Hierarchical,50,78,2,28.108
Hierarchical,50,79,1,29.034
Hierarchical,51,0,4,29.776
Hierarchical,51,1,6,29.002
Hierarchical,51,2,6,31.632
Hierarchical,51,3,4,29.768
Hierarchical,51,4,3,30.272
Hierarchical,51,5,7,31.882
Hierarchical,51,6,1,34.524
Hierarchical,51,7,7,29.534
Hierarchical,51,8,2,31.498
Hierarchical,51,9,4,31.326
Hierarchical,51,10,6,30.584
Hierarchical,51,11,4,30.14
Hierarchical,51,12,1,31.142
Hierarchical,51,13,4,30.608
Hierarchical,51,14,5,31.944
Hierarchical,51,15,6,29.478
Hierarchical,51,16,3,30.428
Hierarchical,51,17,3,28.638
Hierarchical,51,18,8,29.86
Hierarchical,51,19,5,32.144
Hierarchical,51,20,3,30.634
Hierarchical,51,21,3,29.264
Hierarchical,51,22,4,30.988
Hierarchical,51,23,2,31.364
Hierarchical,51,24,4,31.046
Hierarchical,51,25,1,34.216
Hierarchical,51,26,2,32.244
Hierarchical,51,27,7,29.766
Hierarchical,51,28,3,29.546
Hierarchical,51,29,4,31.406
Hierarchical,51,30,3,32.252
Hierarchical,51,31,2,30.796
Hierarchical,51,32,0,33.186
Hierarchical,51,33,2,30.642
Hierarchical,51,34,4,29.936
Hierarchical,51,35,4,31.33
Hierarchical,51,36,3,30.714
Hierarchical,51,37,2,30.476
Hierarchical,51,38,9,31.26
Hierarchical,51,39,5,29.722
Hierarchical,51,40,0,36.41
Hierarchical,51,41,1,33.01
Hierarchical,51,42,8,30.2
Hierarchical,51,43,8,28.728
Hierarchical,51,44,2,33.984
Hierarchical,51,45,4,32.404
Hierarchical,51,46,7,30.176
Hierarchical,51,47,3,31.904
Hierarchical,51,48,5,29.574
Hierarchical,51,49,1,33.396
Hierarchical,51,50,5,29.574
Hierarchical,51,51,5,28.582
Hierarchical,51,52,1,34.794
Hierarchical,51,53,3,31.382
Hierarchical,51,54,7,31.224
Hierarchical,51,55,7,30.958
Hierarchical,51,56,4,29.356
Hierarchical,51,57,2,33.592
Hierarchical,51,58,2,30.188
Hierarchical,51,59,6,29.266
Hierarchical,51,60,2,30.692
Hierarchical,51,61,2,34.686
Hierarchical,51,62,4,33.646
Hierarchical,51,63,3,29.136
Hierarchical,51,64,3,31.138
Hierarchical,51,65,6,30.218
Hierarchical,51,66,5,30.15
Hierarchical,51,67,10,31.156
Hierarchical,51,68,7,30.692
Hierarchical,51,69,2,30.954
Hierarchical,51,70,7,31.712
Hierarchical,51,71,1,35.19
Hierarchical,51,72,6,32.186
Hierarchical,51,73,4,31.066
Hierarchical,51,74,4,29.636
Hierarchical,51,75,4,31.248
Hierarchical,51,76,2,30.51
Hierarchical,51,77,4,29.448
Hierarchical,51,78,4,32.44
Hierarchical,51,79,3,30.23
